index,form,posTag,nerLabel,Sentence #
981,đồng_hồ,N,O,1028
981,chỉ,R,O,1028
981,để,E,O,1028
981,chơi,V,O,1028
981,với,E,O,1028
981,mô_hình,N,O,1028
981,lính,N,O,1028
981,đồ_chơi,N,O,1028
981,.,CH,O,1028
982,Bên,N,O,1029
982,cạnh,N,O,1029
982,đó,P,O,1029
982,",",CH,O,1029
982,ông,N,O,1029
982,còn,R,O,1029
982,là,V,O,1029
982,người,N,O,1029
982,ưa,V,O,1029
982,bạo_lực,N,O,1029
982,",",CH,O,1029
982,thích,V,O,1029
982,khoe_mẽ,A,O,1029
982,.,CH,O,1029
983,Ông,N,O,1030
983,thường_xuyên,A,O,1030
983,phớt_lờ,V,O,1030
983,vợ,N,O,1030
983,mình,P,O,1030
983,là,V,O,1030
983,Hoàng_hậu,Np,B-PER,1030
983,Catharine,Np,I-PER,1030
983,",",CH,O,1030
983,thậm_chí,R,O,1030
983,có,V,O,1030
983,thời_gian,N,O,1030
983,khủng_bố,V,O,1030
983,tinh_thần,N,O,1030
983,bà,N,O,1030
983,.,CH,O,1030
984,Hoàng_hậu,Np,O,1031
984,Catharine_Đại,V,O,1031
984,đế,N,O,1031
984,của,E,O,1031
984,Nga,Np,B-LOC,1031
984,.,CH,O,1031
985,Ảnh,N,O,1032
985,:,CH,O,1032
985,History_Thiếu,N,O,1032
985,năng_lực,N,O,1032
985,lãnh_đạo,V,O,1032
985,",",CH,O,1032
985,cộng,V,O,1032
985,thêm,V,O,1032
985,tính_cách,N,O,1032
985,bạo_lực,N,O,1032
985,",",CH,O,1032
985,ngang_ngược,A,O,1032
985,đã,R,O,1032
985,khiến,V,O,1032
985,vua,N,O,1032
985,Peter_III,Np,O,1032
985,không,R,O,1032
985,được,V,O,1032
985,lòng,N,O,1032
985,phần_lớn,N,O,1032
985,thành_viên,N,O,1032
985,trong,E,O,1032
985,chính_quyền,N,O,1032
985,.,CH,O,1032
986,Hoàng_hậu,N,O,1033
986,Catharine,Np,B-PER,1033
986,đã,R,O,1033
986,nhân,V,O,1033
986,cơ_hội,N,O,1033
986,ấy,P,O,1033
986,",",CH,O,1033
986,phối_hợp,V,O,1033
986,với,E,O,1033
986,Nhà_thờ,Np,B-LOC,1033
986,Chính_thống_giáo,Np,I-LOC,1033
986,phương,N,B-LOC,1033
986,Đông,Np,I-LOC,1033
986,và,Cc,O,1033
986,Đội,N,O,1033
986,cận_vệ,N,O,1033
986,Hoàng_gia,Np,B-PER,1033
986,tiến_hành,V,O,1033
986,cuộc,N,O,1033
986,đảo_chính,V,O,1033
986,",",CH,O,1033
986,lật_đổ,V,O,1033
986,chồng,N,O,1033
986,mình,P,O,1033
986,.,CH,O,1033
987,Vua_Peter_III,N,O,1034
987,bị,V,O,1034
987,giết,V,O,1034
987,chết,V,O,1034
987,ngay,R,O,1034
987,sau,E,O,1034
987,đó,P,O,1034
987,.,CH,O,1034
988,Hoàng_hậu,N,O,1035
988,Catharine,Np,B-PER,1035
988,đã,R,O,1035
988,lên,V,O,1035
988,năm,M,O,1035
988,quyền,N,O,1035
988,cai_trị,V,O,1035
988,nước,N,O,1035
988,Nga,Np,B-LOC,1035
988,từ,E,O,1035
988,năm,N,O,1035
988,1761,M,O,1035
988,",",CH,O,1035
988,mở,V,O,1035
988,ra,R,O,1035
988,một,M,O,1035
988,triều_đại,N,O,1035
988,lừng_lẫy,A,O,1035
988,.,CH,O,1035
989,Trong,E,O,1036
989,thời_gian,N,O,1036
989,trị_vì,N,O,1036
989,",",CH,O,1036
989,Hoàng_hậu,Np,B-PER,1036
989,Catharine,Np,I-PER,1036
989,đã,R,O,1036
989,đạt,V,O,1036
989,được,R,O,1036
989,nhiều,A,O,1036
989,thành_tựu,N,O,1036
989,đáng_kể,A,O,1036
989,như,C,O,1036
989,:,CH,O,1036
989,mở_rộng,V,O,1036
989,lãnh_thổ,N,O,1036
989,Nga,Np,B-LOC,1036
989,",",CH,O,1036
989,cải_tiến,V,O,1036
989,tư_pháp,N,O,1036
989,",",CH,O,1036
989,cải_cách,V,O,1036
989,hành_chính,N,O,1036
989,",",CH,O,1036
989,tham_gia,V,O,1036
989,nghiên_cứu,V,O,1036
989,vaccine,N,O,1036
989,phòng,N,O,1036
989,một_số,L,O,1036
989,loại,N,O,1036
989,bệnh,N,O,1036
989,",",CH,O,1036
989,xây_dựng,V,O,1036
989,bảo_tàng,N,O,1036
989,nghệ_thuật,N,O,1036
989,và,Cc,O,1036
989,phát_triển,V,O,1036
989,hệ_thống,N,O,1036
989,giáo_dục,N,O,1036
989,",",CH,O,1036
989,thành_lập,V,O,1036
989,trường_học,N,O,1036
989,đầu_tiên,A,O,1036
989,cho,E,O,1036
989,phụ_nữ,N,O,1036
989,ở,E,O,1036
989,Nga,Np,B-LOC,1036
989,.,CH,O,1036
990,Những,L,O,1037
990,gì,P,O,1037
990,Hoàng_hậu,Np,O,1037
990,Catharine,Np,B-PER,1037
990,làm,V,O,1037
990,được,R,O,1037
990,đã,R,O,1037
990,giúp,V,O,1037
990,bà,N,O,1037
990,xứng,A,O,1037
990,với,E,O,1037
990,danh_xưng,N,O,1037
990,Đại,Np,O,1037
990,đế,N,O,1037
990,của,E,O,1037
990,mình,P,O,1037
990,.,CH,O,1037
991,Hoàng_hậu,N,O,1038
991,Anh,Nc,O,1038
991,Isabelle_Hoàng,Np,B-PER,1038
991,hậu,V,O,1038
991,Isabelle,Np,B-PER,1038
991,vốn,R,O,1038
991,là,V,O,1038
991,con,Nc,O,1038
991,gái,N,O,1038
991,Vua_Phillip_IV,Np,O,1038
991,của,E,O,1038
991,Pháp,Np,B-LOC,1038
991,.,CH,O,1038
992,Năm,N,O,1039
992,12,M,O,1039
992,tuổi,N,O,1039
992,",",CH,O,1039
992,bà,N,O,1039
992,được,R,O,1039
992,gả,V,O,1039
992,cho,E,O,1039
992,vị,N,O,1039
992,vua,N,O,1039
992,nước,N,O,1039
992,Anh,Np,B-LOC,1039
992,là,V,O,1039
992,Edward,Np,O,1039
992,II,M,O,1039
992,.,CH,O,1039
993,Tuy_nhiên,C,O,1040
993,",",CH,O,1040
993,Vua_Edward_II,Np,B-PER,1040
993,khi,N,O,1040
993,ấy,P,O,1040
993,không,R,O,1040
993,hề,T,O,1040
993,quan_tâm,V,O,1040
993,tới,E,O,1040
993,hoàng_hậu,N,O,1040
993,mà,C,O,1040
993,dành,V,O,1040
993,thời_gian,N,O,1040
993,ở,E,O,1040
993,bên,N,O,1040
993,tình_nhân,N,O,1040
993,là,V,O,1040
993,một,M,O,1040
993,quý_tộc,N,O,1040
993,Anh,Np,B-LOC,1040
993,kiêu_ngạo,V,O,1040
993,và,Cc,O,1040
993,xấu_tính,V,O,1040
993,Piers_Gaveston,Np,B-PER,1040
993,.,CH,O,1040
994,Tuy_nhiên,C,O,1041
994,",",CH,O,1041
994,năm,N,O,1041
994,1321,M,O,1041
994,",",CH,O,1041
994,bà,Nc,O,1041
994,Gaveston,Np,B-PER,1041
994,bị,V,O,1041
994,kẻ_thù,N,O,1041
994,chính_trị,N,O,1041
994,ám_sát,V,O,1041
994,.,CH,O,1041
995,Sau,E,O,1042
995,sự_kiện,N,O,1042
995,trên,N,O,1042
995,",",CH,O,1042
995,Vua_Edward_II,Np,B-PER,1042
995,và,Cc,O,1042
995,vợ,N,O,1042
995,đã,R,O,1042
995,trở_nên,V,O,1042
995,hoà_thuận,A,O,1042
995,hơn,A,O,1042
995,.,CH,O,1042
996,Họ,P,O,1043
996,đã,R,O,1043
996,có,V,O,1043
996,với,E,O,1043
996,nhau,N,O,1043
996,vài,L,O,1043
996,người,N,O,1043
996,con,N,O,1043
996,và,Cc,O,1043
996,duy_trì,V,O,1043
996,mối,N,O,1043
996,quan_hệ,N,O,1043
996,tốt,A,O,1043
996,.,CH,O,1043
997,Nhưng,C,O,1044
997,chỉ,R,O,1044
997,ít_lâu,N,O,1044
997,sau,E,O,1044
997,đó,P,O,1044
997,",",CH,O,1044
997,Vua_Edward_II,Np,B-PER,1044
997,tìm,V,O,1044
997,được,R,O,1044
997,tình_nhân,N,O,1044
997,mới,R,O,1044
997,là,V,O,1044
997,Hugh_Despenser,Np,B-PER,1044
997,",",CH,O,1044
997,một,M,O,1044
997,người,N,O,1044
997,nổi_tiếng,A,O,1044
997,bạo_lực,N,O,1044
997,",",CH,O,1044
997,đã,R,O,1044
997,nhanh_chóng,A,O,1044
997,chiếm,V,O,1044
997,quyền,N,O,1044
997,kiểm_soát,V,O,1044
997,đất_nước,N,O,1044
997,dẫn,V,O,1044
997,đến,E,O,1044
997,Trận_Despenser,Np,B-PER,1044
997,-,CH,O,1044
997,bắt_đầu,V,O,1044
997,một,M,O,1044
997,thời_kì,N,O,1044
997,hỗn_loạn,A,O,1044
997,nội_bộ,N,O,1044
997,nước,N,O,1044
997,Anh,Np,B-LOC,1044
997,.,CH,O,1044
998,Hoàng_hậu,N,O,1045
998,Isabelle,Np,B-PER,1045
998,của,E,O,1045
998,Anh,Np,B-LOC,1045
998,.,CH,O,1045
999,Ảnh,N,O,1046
999,:,CH,O,1046
999,ThoughtCo_Hoàng,N,O,1046
999,hậu,A,O,1046
999,Isabelle,Np,B-PER,1046
999,khi,N,O,1046
999,ấy,P,O,1046
999,không_thể,R,O,1046
999,chịu_đựng,V,O,1046
999,được,R,O,1046
999,sự,Nc,O,1046
999,dung_túng,V,O,1046
999,của,E,O,1046
999,chồng,N,O,1046
999,mình,P,O,1046
999,đối_với,E,O,1046
999,Despenser,Np,B-PER,1046
999,nên,C,O,1046
999,đã,R,O,1046
999,xin,V,O,1046
999,quay,V,O,1046
999,trở_lại,V,O,1046
999,Pháp,Np,B-LOC,1046
999,thực_hiện,V,O,1046
999,nhiệm_vụ,N,O,1046
999,ngoại_giao,N,O,1046
999,.,CH,O,1046
1000,Tại,E,O,1047
1000,đây,P,O,1047
1000,",",CH,O,1047
1000,bà,N,O,1047
1000,gặp_gỡ,V,O,1047
1000,và,Cc,O,1047
1000,bắt_đầu_mối,V,O,1047
1000,tình,N,O,1047
1000,với,E,O,1047
1000,kẻ_thù,N,O,1047
1000,của,E,O,1047
1000,chồng,N,O,1047
1000,mình,P,O,1047
1000,là,V,O,1047
1000,Roger_Mortimer,Np,B-PER,1047
1000,.,CH,O,1047
1001,Cả,P,O,1048
1001,hai,M,O,1048
1001,đã,R,O,1048
1001,bàn_bạc,V,O,1048
1001,và,Cc,O,1048
1001,đồng_thuận,V,O,1048
1001,quyết_định,V,O,1048
1001,phế,V,O,1048
1001,chuất,V,O,1048
1001,ngai_vàng,N,O,1048
1001,của,E,O,1048
1001,Vua_Edward_II,Np,B-PER,1048
1001,.,CH,O,1048
1002,Họ,P,O,1049
1002,đã,R,O,1049
1002,gây_dựng,V,O,1049
1002,quân_đội,N,O,1049
1002,và,Cc,O,1049
1002,quay,V,O,1049
1002,về,R,O,1049
1002,Anh,N,O,1049
1002,đảo_chính,V,O,1049
1002,vào,E,O,1049
1002,năm,N,O,1049
1002,1326,M,O,1049
1002,.,CH,O,1049
1003,Ngày,N,O,1050
1003,24/1/1327,M,O,1050
1003,",",CH,O,1050
1003,Vua_Edward_II,Np,B-PER,1050
1003,đã,R,O,1050
1003,thoái_vị,V,O,1050
1003,và,Cc,O,1050
1003,bị,V,O,1050
1003,sát_hại,V,O,1050
1003,sau,E,O,1050
1003,đó,P,O,1050
1003,.,CH,O,1050
1004,Ngôi,Nc,O,1051
1004,vua,N,O,1051
1004,được,V,O,1051
1004,truyền,V,O,1051
1004,cho,E,O,1051
1004,con,Nc,O,1051
1004,trai,N,O,1051
1004,nhỏ,A,O,1051
1004,của,E,O,1051
1004,Hoàng_hậu,Np,O,1051
1004,Isabelle,Np,B-PER,1051
1004,",",CH,O,1051
1004,Edward_III,Np,B-PER,1051
1004,.,CH,O,1051
1005,Bà,N,O,1052
1005,cùng,A,O,1052
1005,tình_nhân,N,O,1052
1005,cai_trị,V,O,1052
1005,với,E,O,1052
1005,tư_cách,N,O,1052
1005,nhiếp,V,O,1052
1005,chánh,N,O,1052
1005,",",CH,O,1052
1005,có,V,O,1052
1005,toàn_quyền,N,O,1052
1005,xử_lý,V,O,1052
1005,vấn_đề,N,O,1052
1005,chính_trị,N,O,1052
1005,.,CH,O,1052
1006,Đáng,V,O,1053
1006,tiếc,V,O,1053
1006,",",CH,O,1053
1006,Mortimer,Np,O,1053
1006,hoá_ra,X,O,1053
1006,cũng,R,O,1053
1006,là,V,O,1053
1006,một,M,O,1053
1006,kẻ,N,O,1053
1006,bạo_lực,V,O,1053
1006,như,C,O,1053
1006,Gaveston,Np,B-PER,1053
1006,và,Cc,O,1053
1006,Despenser,Np,B-PER,1053
1006,nên,C,O,1053
1006,Vua_Edward_III,Np,B-PER,1053
1006,đã,R,O,1053
1006,chuất,V,O,1053
1006,quyền,N,O,1053
1006,của,E,O,1053
1006,hắn,P,O,1053
1006,.,CH,O,1053
1007,Mortimer,Np,B-PER,1054
1007,sau,N,O,1054
1007,đó,P,O,1054
1007,đã,R,O,1054
1007,bị,V,O,1054
1007,xử_tử,V,O,1054
1007,còn,R,O,1054
1007,Hoàng_hậu,Np,O,1054
1007,Isabelle,Np,B-PER,1054
1007,phải,V,O,1054
1007,đi,V,O,1054
1007,lưu_đày,V,O,1054
1007,một,M,O,1054
1007,thời_gian,N,O,1054
1007,.,CH,O,1054
1008,Khi,N,O,1055
1008,trở_lại,V,O,1055
1008,Hoàng_gia,Np,O,1055
1008,sinh_sống,V,O,1055
1008,",",CH,O,1055
1008,bà,N,O,1055
1008,tập_trung,V,O,1055
1008,vào,E,O,1055
1008,vấn_đề,N,O,1055
1008,tôn_giáo,N,O,1055
1008,và,Cc,O,1055
1008,làm,V,O,1055
1008,từ_thiện,A,O,1055
1008,tới,E,O,1055
1008,cuối,N,O,1055
1008,đời,N,O,1055
1008,.,CH,O,1055
1009,Sau,E,O,1056
1009,khi,N,O,1056
1009,qua_đời,V,O,1056
1009,",",CH,O,1056
1009,Hoàng_hậu,Np,O,1056
1009,Isabelle,Np,B-PER,1056
1009,được,V,O,1056
1009,chôn_cất,V,O,1056
1009,cùng,A,O,1056
1009,trái_tim,N,O,1056
1009,người,N,O,1056
1009,chồng,N,O,1056
1009,quá_cố,V,O,1056
1009,",",CH,O,1056
1009,vua,N,O,1056
1009,Edward,Np,O,1056
1009,II,M,O,1056
1009,",",CH,O,1056
1009,theo,V,O,1056
1009,di,N,O,1056
1009,nguyện,V,O,1056
1009,.,CH,O,1056
1010,Minh_Hạnh,Np,B-PER,1057
1011,Nguồn,N,O,1058
1011,:,CH,O,1058
1011,Newsflare,Np,O,1058
1012,Cụ_thể,A,O,1059
1012,",",CH,O,1059
1012,chốt,V,O,1059
1012,phiên,N,O,1059
1012,giao_dịch,V,O,1059
1012,tại,E,O,1059
1012,Mỹ,Np,B-LOC,1059
1012,",",CH,O,1059
1012,giá,N,O,1059
1012,vàng,N,O,1059
1012,thế_giới,N,O,1059
1012,giao,V,O,1059
1012,ngay,R,O,1059
1012,đứng,V,O,1059
1012,ở,E,O,1059
1012,mức,N,O,1059
1012,1.944,M,O,1059
1012,USD,Nu,O,1059
1012,/,CH,O,1059
1012,ounce,V,O,1059
1012,",",CH,O,1059
1012,tăng,V,O,1059
1012,7,M,O,1059
1012,USD,Nu,O,1059
1012,/,CH,O,1059
1012,ounce,V,O,1059
1012,so,V,O,1059
1012,với,E,O,1059
1012,cùng,A,O,1059
1012,giờ,N,O,1059
1012,sáng_qua,N,O,1059
1012,.,CH,O,1059
1013,Trong,E,O,1060
1013,khi,N,O,1060
1013,đó,P,O,1060
1013,",",CH,O,1060
1013,ở,E,O,1060
1013,thị_trường,N,O,1060
1013,trong,E,O,1060
1013,nước,N,O,1060
1013,",",CH,O,1060
1013,mở_cửa,V,O,1060
1013,phiên,N,O,1060
1013,sáng,N,O,1060
1013,nay,P,O,1060
1013,(,CH,O,1060
1013,21-8,M,O,1060
1013,),CH,O,1060
1013,",",CH,O,1060
1013,giá,N,O,1060
1013,vàng,N,O,1060
1013,SJC,Ny,O,1060
1013,niêm_yết,V,O,1060
1013,ở,E,O,1060
1013,mức,N,O,1060
1013,"55,35",M,O,1060
1013,–,CH,O,1060
1013,"56,75",M,O,1060
1013,triệu,M,O,1060
1013,đồng,Nu,O,1060
1013,/,CH,O,1060
1013,lượng,N,O,1060
1013,(,CH,O,1060
1013,mua,V,O,1060
1013,vào,R,O,1060
1013,–,CH,O,1060
1013,bán,V,O,1060
1013,ra,R,O,1060
1013,),CH,O,1060
1013,",",CH,O,1060
1013,tăng,V,O,1060
1013,300,M,O,1060
1013,đồng,Nu,O,1060
1013,/,CH,O,1060
1013,lượng,N,O,1060
1013,ở,E,O,1060
1013,cả,P,O,1060
1013,hai,M,O,1060
1013,chiều,N,O,1060
1013,mua,V,O,1060
1013,vào,R,O,1060
1013,và,Cc,O,1060
1013,bán,V,O,1060
1013,ra,V,O,1060
1013,so,V,O,1060
1013,với,E,O,1060
1013,chốt,N,O,1060
1013,phiên,N,O,1060
1013,giao_dịch,V,O,1060
1013,ngày,N,O,1060
1013,20/8,M,O,1060
1013,.,CH,O,1060
1014,Chênh_lệch,V,O,1061
1014,giá,N,O,1061
1014,mua,V,O,1061
1014,–,CH,O,1061
1014,bán,V,O,1061
1014,hiện,N,O,1061
1014,là,V,O,1061
1014,"1,4",M,O,1061
1014,triệu,M,O,1061
1014,đồng,Nu,O,1061
1014,/,CH,O,1061
1014,lượng,N,O,1061
1014,.,CH,O,1061
1015,Tập_đoàn,N,O,1062
1015,DOJI,Ny,B-ORG,1062
1015,niêm_yết,V,O,1062
1015,giá,N,O,1062
1015,vàng,N,O,1062
1015,ở,E,O,1062
1015,mức,N,O,1062
1015,"55,25",M,O,1062
1015,–,CH,O,1062
1015,"56,35",M,O,1062
1015,triệu,M,O,1062
1015,đồng,Nu,O,1062
1015,/,CH,O,1062
1015,lượng,N,O,1062
1015,",",CH,O,1062
1015,tăng,V,O,1062
1015,200,M,O,1062
1015,đồng,Nu,O,1062
1015,/,CH,O,1062
1015,lượng,N,O,1062
1015,ở,E,O,1062
1015,chiều,N,O,1062
1015,mua,V,O,1062
1015,vào,R,O,1062
1015,và,Cc,O,1062
1015,tăng,V,O,1062
1015,100,M,O,1062
1015,đồng,Nu,O,1062
1015,/,CH,O,1062
1015,lượng,N,O,1062
1015,ở,E,O,1062
1015,chiều,N,O,1062
1015,bán,V,O,1062
1015,so,V,O,1062
1015,với,E,O,1062
1015,cuối,N,O,1062
1015,phiên,N,O,1062
1015,giao_dịch,V,O,1062
1015,chiều_qua,N,O,1062
1015,.,CH,O,1062
1016,Chênh_lệch,V,O,1063
1016,giá,N,O,1063
1016,bán,V,O,1063
1016,hiện,N,O,1063
1016,cao,A,O,1063
1016,hơn,A,O,1063
1016,giá,N,O,1063
1016,mua,V,O,1063
1016,"1,1",M,O,1063
1016,triệu,M,O,1063
1016,đồng,Nu,O,1063
1016,/,CH,O,1063
1016,lượng,N,O,1063
1016,.,CH,O,1063
1017,Còn,C,O,1064
1017,tại,E,O,1064
1017,Cty,Np,B-ORG,1064
1017,Phú_Quý,Np,I-ORG,1064
1017,",",CH,O,1064
1017,giá,N,O,1064
1017,vàng,N,O,1064
1017,niêm_yết,V,O,1064
1017,ở,E,O,1064
1017,mức,N,O,1064
1017,"54,7",M,O,1064
1017,-,CH,O,1064
1017,56,M,O,1064
1017,triệu,M,O,1064
1017,đồng,Nu,O,1064
1017,/,CH,O,1064
1017,lượng,N,O,1064
1017,",",CH,O,1064
1017,không,R,O,1064
1017,đổi,V,O,1064
1017,so,V,O,1064
1017,với,E,O,1064
1017,phiên,N,O,1064
1017,hôm_qua,N,O,1064
1017,.,CH,O,1064
1018,Thương_hiệu,N,O,1065
1018,vàng,N,O,1065
1018,Rồng_Thăng_Long,Np,O,1065
1018,của,E,O,1065
1018,Bảo_Tín_Minh_Châu,Np,B-ORG,1065
1018,hiện,N,O,1065
1018,đứng,V,O,1065
1018,ở,E,O,1065
1018,mức,N,O,1065
1018,"52,88",M,O,1065
1018,-,CH,O,1065
1018,"54,38",M,O,1065
1018,triệu,M,O,1065
1018,đồng,Nu,O,1065
1018,/,CH,O,1065
1018,lượng,N,O,1065
1018,.,CH,O,1065
1019,CK,Np,B-ORG,1066
1020,Ảnh,N,O,1067
1020,minh_hoạ,V,O,1067
1020,Thông_báo,V,O,1067
1020,nêu,V,O,1067
1020,rõ,A,O,1067
1020,",",CH,O,1067
1020,về,E,O,1067
1020,các,L,O,1067
1020,nhiệm_vụ,N,O,1067
1020,",",CH,O,1067
1020,giải_pháp,N,O,1067
1020,chủ_yếu,A,O,1067
1020,những,L,O,1067
1020,tháng,N,O,1067
1020,cuối,N,O,1067
1020,năm,N,O,1067
1020,2020,M,O,1067
1020,",",CH,O,1067
1020,Phó,N,O,1067
1020,Thủ_tướng,N,O,1067
1020,yêu_cầu,V,O,1067
1020,tiếp_tục,V,O,1067
1020,hoàn_thiện,V,O,1067
1020,thể_chế,N,O,1067
1020,",",CH,O,1067
1020,khung,N,O,1067
1020,khổ,A,O,1067
1020,pháp_lý,N,O,1067
1020,để,E,O,1067
1020,tháo_gỡ,V,O,1067
1020,khó_khăn,N,O,1067
1020,trong,E,O,1067
1020,triển_khai,V,O,1067
1020,và,Cc,O,1067
1020,làm,V,O,1067
1020,cơ_sở,N,O,1067
1020,xây_dựng,V,O,1067
1020,",",CH,O,1067
1020,phê_duyệt,V,O,1067
1020,kế_hoạch,N,O,1067
1020,cơ_cấu,V,O,1067
1020,lại,R,O,1067
1020,doanh_nghiệp,N,O,1067
1020,nhà_nước,N,O,1067
1020,",",CH,O,1067
1020,về,E,O,1067
1020,sắp_xếp,V,O,1067
1020,",",CH,O,1067
1020,cổ_phần_hoá,V,O,1067
1020,",",CH,O,1067
1020,thoái,V,O,1067
1020,vốn,N,O,1067
1020,cho,E,O,1067
1020,giai_đoạn,N,O,1067
1020,2021-2025,M,O,1067
1020,;,CH,O,1067
1020,đẩy,V,O,1067
1020,nhanh,A,O,1067
1020,tiến_độ,N,O,1067
1020,",",CH,O,1067
1020,phấn_đấu,V,O,1067
1020,hoàn_thành,V,O,1067
1020,cao,A,O,1067
1020,nhất,R,O,1067
1020,kế_hoạch,N,O,1067
1020,cổ_phần_hoá,V,O,1067
1020,",",CH,O,1067
1020,thoái,V,O,1067
1020,vốn,N,O,1067
1020,",",CH,O,1067
1020,cơ_cấu,N,O,1067
1020,lại,R,O,1067
1020,doanh_nghiệp,N,O,1067
1020,nhà_nước,N,O,1067
1020,đã,R,O,1067
1020,được,V,O,1067
1020,phê_duyệt,V,O,1067
1020,.,CH,O,1067
1021,Bộ,N,B-ORG,1068
1021,Tài_chính,Np,I-ORG,1068
1021,tổng_kết,V,O,1068
1021,việc,N,O,1068
1021,thực_hiện,V,O,1068
1021,Quyết_định,N,O,1068
1021,707,M,O,1068
1021,/,CH,O,1068
1021,QĐ-TTg,Ny,O,1068
1021,",",CH,O,1068
1021,xây_dựng,V,O,1068
1021,",",CH,O,1068
1021,trình,V,O,1068
1021,Thủ_tướng,N,O,1068
1021,Chính_phủ,N,O,1068
1021,Đề_án,Np,O,1068
1021,cơ_cấu,V,O,1068
1021,lại,R,O,1068
1021,doanh_nghiệp,N,O,1068
1021,nhà_nước,N,O,1068
1021,giai_đoạn,N,O,1068
1021,2021-2025,M,O,1068
1021,;,CH,O,1068
1021,chỉ_đạo,V,O,1068
1021,Uỷ_ban,N,B-ORG,1068
1021,Chứng_khoán,V,I-ORG,1068
1021,Nhà_nước,N,I-ORG,1068
1021,tiếp_tục,V,O,1068
1021,rà_soát,V,O,1068
1021,",",CH,O,1068
1021,đôn_đốc,V,O,1068
1021,việc,N,O,1068
1021,niêm_yết,V,O,1068
1021,hoặc,Cc,O,1068
1021,đăng_ký,V,O,1068
1021,giao_dịch,V,O,1068
1021,trên,E,O,1068
1021,thị_trường_chứng_khoán,N,O,1068
1021,;,CH,O,1068
1021,công_bố,V,O,1068
1021,công_khai,A,O,1068
1021,",",CH,O,1068
1021,xử_lý,V,O,1068
1021,trách_nhiệm,N,O,1068
1021,trong,E,O,1068
1021,việc,N,O,1068
1021,chậm,A,O,1068
1021,",",CH,O,1068
1021,không,R,O,1068
1021,thực_hiện,V,O,1068
1021,việc,N,O,1068
1021,công_bố,V,O,1068
1021,thông_tin,N,O,1068
1021,của,E,O,1068
1021,doanh_nghiệp,N,O,1068
1021,nhà_nước,N,O,1068
1021,theo,V,O,1068
1021,quy_định,V,O,1068
1021,đảm_bảo,V,O,1068
1021,kỷ_luật,N,O,1068
1021,",",CH,O,1068
1021,kỷ_cương,N,O,1068
1021,;,CH,O,1068
1021,tạo,V,O,1068
1021,điều_kiện,N,O,1068
1021,thu_hút,V,O,1068
1021,nhà_đầu_tư,N,O,1068
1021,nước_ngoài,N,O,1068
1021,tham_gia,V,O,1068
1021,vào,E,O,1068
1021,thị_trường_chứng_khoán,N,O,1068
1021,.,CH,O,1068
1022,Bộ,N,O,1069
1022,Kế_hoạch,N,O,1069
1022,và,Cc,O,1069
1022,Đầu_tư,V,O,1069
1022,chủ_trì,N,O,1069
1022,",",CH,O,1069
1022,phối_hợp,V,O,1069
1022,với,E,O,1069
1022,các,L,O,1069
1022,bộ,N,O,1069
1022,",",CH,O,1069
1022,cơ_quan,N,O,1069
1022,trung_ương,N,O,1069
1022,và,Cc,O,1069
1022,địa_phương,N,O,1069
1022,tổng_hợp,V,O,1069
1022,báo_cáo,V,O,1069
1022,Thủ_tướng,N,O,1069
1022,Chính_phủ,N,O,1069
1022,về,E,O,1069
1022,những,L,O,1069
1022,khó_khăn,N,O,1069
1022,và,Cc,O,1069
1022,kiến_nghị,N,O,1069
1022,của,E,O,1069
1022,cộng_đồng,N,O,1069
1022,doanh_nghiệp,N,O,1069
1022,;,CH,O,1069
1022,đôn_đốc,N,O,1069
1022,",",CH,O,1069
1022,phối_hợp,V,O,1069
1022,với,E,O,1069
1022,các,L,O,1069
1022,cơ_quan,N,O,1069
1022,trong,E,O,1069
1022,việc,N,O,1069
1022,hỗ_trợ,V,O,1069
1022,tháo_gỡ,V,O,1069
1022,vướng_mắc,N,O,1069
1022,cho,E,O,1069
1022,doanh_nghiệp,N,O,1069
1022,theo,V,O,1069
1022,đúng,A,O,1069
1022,chỉ_đạo,N,O,1069
1022,của,E,O,1069
1022,Chính_phủ,N,O,1069
1022,tại,E,O,1069
1022,Nghị_quyết,N,O,1069
1022,số,N,O,1069
1022,84,M,O,1069
1022,/,CH,O,1069
1022,NQ-CP,Nu,O,1069
1022,ngày,N,O,1069
1022,29/5/2020,M,O,1069
1022,.,CH,O,1069
1023,Bộ,N,B-ORG,1070
1023,Tài_nguyên,N,I-ORG,1070
1023,và,Cc,I-ORG,1070
1023,Môi_trường,N,I-ORG,1070
1023,rà_soát,V,O,1070
1023,các,L,O,1070
1023,quy_định,V,O,1070
1023,về,E,O,1070
1023,đất_đai,N,O,1070
1023,trong,E,O,1070
1023,cổ_phần_hoá,V,O,1070
1023,",",CH,O,1070
1023,thoái,V,O,1070
1023,vốn,N,O,1070
1023,để,E,O,1070
1023,có,V,O,1070
1023,hướng_dẫn,V,O,1070
1023,",",CH,O,1070
1023,đề_xuất,V,O,1070
1023,sửa_đổi,V,O,1070
1023,",",CH,O,1070
1023,bổ_sung,V,O,1070
1023,các,L,O,1070
1023,quy_định,V,O,1070
1023,có,V,O,1070
1023,liên_quan,V,O,1070
1023,nhằm,E,O,1070
1023,tháo_gỡ,V,O,1070
1023,các,L,O,1070
1023,vướng_mắc,N,O,1070
1023,khó_khăn,A,O,1070
1023,trong,E,O,1070
1023,công_tác,N,O,1070
1023,này,P,O,1070
1023,.,CH,O,1070
